Nom Ticket	date	heure	entreprise	adresse	Ville	code postal	telephone	siren	produits : quantité, prix unitaire, somme prix	nombre articles	total	paiement intermediaire : montant, moyen paiement, monnaie rendue	montant paye
1815	2017-03-09	13:56:23	BRICO_DEPÔT	cs20012_Le_Pontet_84275_Vedene_cedex	Vedene_cedex	84275			{'AVOIR_2701745704113_R1815': (1, 24.9, 24.9)}		14.4	{}	0
1821	2016-11-18	06:48:55	PAUL_ELIOR_CONCESSIONS_GARES_SAS	Gare_SncF_Boulevard_Sergent._Triaire_30000_Nimes	Nimes	30000	04_66_27_61_30		{'1_CHAUSSON_POMMES_R1821': (1, 1.8, 1.8)}		1.8	{}	0
1826	2016-12-18	13:12:00	E.LECLERC				05.46.32.11.83		{'COLLIER_R1826': (1, 36.0, 36.0), 'CUMUL_DISPONIBLE_AU_18/12/16_:_R1826': (1, 4.39, 4.39)}		36.0	{}	0
1827	2017-03-18	12:09:00	Toquenelle_LA_CAFERERIA	Route_de_Nantes_17138_PUILBOREAU	PUILBOREAU	17138	05.46.68.08.10		{'Crepe_mousse_chocolat_R1827': (1, 2.2, 2.2), 'Eau_de_source_50cI_R1827': (1, 1.1, 1.1), 'Petit_pain_trad_R1827': (1, 0.5, 0.5)}		11.35	{'paiementintermediaire146': (11.35, ' CARTE BANCAIRE', None)}	11.35
183	2017-02-02	12:58:24	city_CARREFOUR_CITY_ORLEANS	1,_RUE_DU_GRENIER_A_SEL_45000_ORLEANS	ORLEANS	45000	225515349		{'200G__CAROTTE_RAPE_BI__R183': (2, 1.6, 3.2), '280G__AIGUILLET_POULE_R183': (1, 4.05, 4.05), '90G_MOELLEUX_CHOCOLA_R183': (1, 1.7, 1.7), 'SAUMON_OSEILLE/RIZ_R183': (1, 4.18, 4.18)}	5	13.13	{'paiementintermediaire148': (13.13, 'CB EMV SANS CONTACT EUR', None)}	13.13
1837	2017-01-16		LA_TAVERNE_DE_TASDON	83_Emile_Normandin_17000_LA_ROCHELLE	LA_ROCHELLE	17000	01/2017_0001		{'3x_R1837': (1, 24.0, 24.0), '6x_R1837': (1, 1.5, 1.5), '1x_R1837': (1, 26.0, 26.0)}			{}	0
184	2017-01-26	12:35:05	city_CARREFOUR_CITY_ORLEANS	1,_RUE_DU_GRENIER_A_SEL_45000_ORLEANS	ORLEANS	45000	225515349		{'90G_MOELLEUX_CHOCOLA_R184': (1, 1.7, 1.7), 'F_POMME_ROYAL_GALA_R184': (1, 0.43, 0.43), 'POULET_CHAMP_NOIR_R184': (1, 3.65, 3.65)}	3	5.78	{'paiementintermediaire149': (20.0, 'ESPECES', 14.22)}	5.78
1840		12:56:00	LA_TÊTE_DE_COCHON_BAZOUGES_LA_PEROUSE				06_81_21_14_74		{}		11.0	{}	0
1842			TRIPERIE_BOUJU_MARCHE_CENTRAL						{}		8.52	{}	0
185	2017-02-22	12:38:09	CARREFOUR_CITY_ORLEANS	1,_RUE_DU_GRENIER_A_SEL_45000_ORLEANS	ORLEANS	45000	01_04/01/2017		{'200G__CAROTTE_RAPE_BI_R185': (1, 1.6, 1.6), '300G__CHILI_CON_CARNE_R185': (1, 3.37, 3.37), '80G_CHOC_NOIR_80_R185': (1, 1.08, 1.08), 'LAQUE_FORTE_300ML_CR_R185': (1, 1.86, 1.86)}	4	7.91	{'paiementintermediaire150': (7.95, 'ESPECES', 0.04)}	7.91
187	2017-02-24	12:57:04	City_CARREFOUR_CITY_ORLEANS	1,_RUE_DU_GRENIER_A_SEL_45000_ORLEANS	ORLEANS	45000	225515349		{'200G__CAROTTE_RAPE_BI_R187': (1, 1.6, 1.6), '80G_CHOC_NOIR_80_R187': (1, 1.08, 1.08), 'SAUMON_OSEILLE/RIZ_R187': (1, 4.18, 4.18)}	3	6.86	{'paiementintermediaire153': (20.0, 'ESPECES', 13.14)}	6.86
1870	2017-01-12	12:46:08	RESTAURANT_ORANGE_SAINTES_/_ORMEAU						{'FILET_DE_COLIN_R1870': (1, 2.27, 2.27), 'CAROTTES_RAPEES_R1870': (1, 0.22, 0.22), 'FAISSELLE_LA_BRESSAN_R1870': (1, 0.42, 0.42), 'ADMISSION_R1870': (1, 14.12, 14.12), 'SUB_ORANGE_MAJO_R1870': (1, 14.12, 14.12)}		2.91	{}	0
1874	2017-01-07		Intermarché_ENTREPRISE_INDEPENDANTE	1_COURS_HECTOR_BERLIOZ_17100_SAINTES	SAINTES	17100	546930535		{'CAMPAGNIERE_GALETT_R1874': (1, 9.5, 9.5), 'PRINTILIGNE_SPE_LAIT_R1874': (1, 0.79, 0.79), 'A_5,50_9,75_0,54_R1874': (1, 10.29, 10.29), 'LE_07/01/2017_IL_VOUS_RESTAIT_R1874': (1, 0.13, 0.13)}		10.29	{'paiementintermediaire154': (10.29, 'CB EMV', None)}	10.29
1856	2017-01-28	16:13:00	RUE_DU_TEMPLE,20				546506191		{}		7.0	{}	0
186	2017-01-16	12:46:27	city_CARREFOUR_CITY_ORLEANS	1,_RUE_DU_GRENIER_A_SEL_45000_ORLEANS	ORLEANS	45000	225515349		{'200G__CAROTTE_RAPE_BI_R186': (1, 1.6, 1.6), '280G__AI6UILLET_POULE_R186': (1, 4.05, 4.05), '80G_CHOC_NOIR_80_R186': (1, 1.08, 1.08), 'F_POMME_ROYAL_6ALA_R186': (1, 0.47, 0.47)}	4	7.2	{'paiementintermediaire151': (20.2, 'ESPECES', 13.0)}	7.2
1860	2017-01-20		FACTURE_STATION_SERVICE_CSF				05.46.45.73.20	440283752	{'Quantite_=_R1860': (1, 44.34, 44.34)}			{}	0
1869	2017-01-21	18:46:00	LA_HALLE	10_BEAULIEU_2000_17138_PUILBOREAU	PUILBOREAU	17138	546680705		{'Info_=_R1869': (1, 0.0, 0.0)}		17.49	{'paiementintermediaire152': (17.49, 'Carte Bancaire :', None)}	17.49
1879	2017-01-27	10:44:00	E.Leclerc_FLEURS_DE_CHAMPAGNE	st_georges_17100_SAINTES	SAINTES	17100	05.46.93.26.96		{'FLEURS_COUPEES_R1879': (1, 4.9, 4.9)}		4.9	{}	0
188	2017-02-04	20:02:02	city_CRF_CITY_MAISONS_LAFFITTE	13_AVE_DU_GLE_DE_GAULLE_78605_MAISONS_LAFFITTE	MAISONS_LAFFITTE	78605			{'1OL_HYGIENE_PLUS_C_R188': (1, 5.79, 5.79), '12_RLX_P.HY.3P_CRF_R188': (1, 4.39, 4.39), 'BAGUETTE_R188': (1, 0.8, 0.8)}	3	10.98	{'paiementintermediaire155': (10.98, 'CARTE BANCAIRE EMV EUR', None)}	10.98
189	2016-12-19	20:15:09	CRF-CITY_CHATELAILLON	38_BLD_DE_LA_LIBERATION_17340_CHATELAILLON	CHATELAILLON	17340	05.46.56.20.80		{'BAGUETTE_250G_R189': (1, 0.79, 0.79), 'CRTE_PVRON_COR_1L_R189': (1, 3.84, 3.84)}	2	4.63	{'paiementintermediaire156': (20.0, 'ESPECES', 15.37)}	4.63
19	2016-08-24	12:02:48	Carrefour_city	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'250G__SALADE_PARISI_R19': (1, 2.9, 2.9)}	1	2.9	{'paiementintermediaire157': (2.9, 'CB EMV SANS CONTACT EUR', None)}	2.9
190	2017-01-10	19:33:11	city_CRF-CITY_LA_ROCHELLE/CRD	3/5_RUE_DE_CORDOUAN_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.41.42.00		{'1/2_300G_MAIS_SSA_R190': (1, 1.17, 1.17), '12OEUF_PLEIN_AIR_M__R190': (2, 3.15, 6.3), '180G__SAUM.FUM.NORV_R190': (1, 4.35, 4.35), '370G__CONF_FIGUES_R190': (1, 1.4, 1.4), '470G__BOCAL_MAYO__R190': (2, 1.93, 3.86), '500ML_LIQ.VSL_CRF_R190': (1, 1.28, 1.28), '600G__BRIOC.VEND.RF_R190': (1, 3.44, 3.44), '75ML_DENT_ANTI_TAR_R190': (1, 1.24, 1.24), 'AVOCAT__R190': (2, 1.2, 2.4), 'BANANES_R190': (1, 1.94, 1.94), 'BATONNETS_SURIMI__R190': (2, 1.61, 3.22), 'BEURRE_1/2SEL_BIO_R190': (1, 2.33, 2.33), 'BOURSIN_AFH_150G__R190': (1, 1.63, 1.63), 'CITRON_VERT_R190': (1, 0.45, 0.45), 'CLEMENTINE_FILET_1KG_R190': (1, 2.2, 2.2), 'FILM_30M_R190': (1, 1.53, 1.53), 'JAMBON_CUIT_AC_4T_R190': (1, 3.9, 3.9), 'LA_PIZZA_JBN/EMMEN_R190': (1, 3.5, 3.5), '0IGN0N_JAUNE_R190': (1, 0.36, 0.36), 'P.MIE_FROM.CRF_BIO_R190': (1, 2.17, 2.17), 'PAIN_AMERIC.SANDWI_R190': (1, 0.97, 0.97), 'PIZZA_JBON/CHAMPIG_R190': (1, 2.37, 2.37), 'SACS_POUB_TRAD_30L_R190': (1, 1.69, 1.69), 'SPEC_LAIT_CREM_CRF_R190': (1, 0.7, 0.7)}	28	54.4	{'paiementintermediaire158': (54.4, 'CARTE BANCAIRE EMV EUR', None)}	54.4
1902	2017-01-21	12:32:00	SUPER_U_SAINT_AUBIN_D’AUBIGNE				02.99.55.21.61		{'OUEST_FRANCE_R1902': (1, 0.95, 0.95), 'YAOURTS_NATURE_BIEN_VU_8X125G_R1902': (1, 0.95, 0.95), '0_/_Exonere,_declare_=_R1902': (1, 0.0, 0.0)}	2	1.9	{}	0
1905	2017-01-26	12:15:00	La_popote_du_marché	ZAC_des_fourneaux_17690_ANGOULINS	ANGOULINS	17690			{'2_Tartare_R1905': (1, 32.0, 32.0), '2_Cafe_gourmand_R1905': (1, 12.0, 12.0)}		44.0	{}	0
191	2017-02-05	12:20:29	city_CRF-CITY_LA_ROCHELLE/CRD	3/5_RUE_DE_CORDOUAN_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.41.42.00		{'12_RLX_P.HY.3P_CRF_R191': (1, 4.39, 4.39), '180G__PATE_CAMP_RDF_R191': (1, 1.91, 1.91), '1L_LAIT_FRAIS_BIO_R191': (1, 1.62, 1.62), '2_RLX_ESS-TT_CARF_R191': (1, 2.37, 2.37), '300G__CERVELAS_CRF_R191': (1, 1.87, 1.87), 'BEURRE_BIO_DOUX_PL_R191': (1, 2.19, 2.19), '80_1KG_POT_AU_FEU_R191': (1, 3.3, 3.3), 'BUTTERNUT_R191': (1, 3.75, 3.75), 'CHAMPIGNON_VRAC_R191': (1, 1.26, 1.26), 'CLEMENTINE_FILET_1KG_R191': (1, 2.2, 2.2), 'CREM.FRAICH.EP.BIO_R191': (1, 0.86, 0.86), 'DESSERT_POM/POIRE_R191': (1, 1.89, 1.89), 'EMMENTAL_RAPE_CRF_R191': (1, 1.67, 1.67), 'FRUITS_ET_LEGUMES_R191': (1, 0.99, 0.99), 'GOUDA_CUMIN_200-30_R191': (1, 3.81, 3.81), 'GRANA_PADANO_RAPE_R191': (1, 1.74, 1.74), 'KAKI_PIECE__R191': (4, 0.75, 3.0), 'LARDON.FUM.CRF_X2_R191': (1, 1.57, 1.57), 'LOT_5_KIWIS_R191': (1, 2.0, 2.0), 'OIGNON_JAUNE_R191': (1, 0.21, 0.21), 'PATE_BRISEE_ETALEE_R191': (1, 0.74, 0.74), 'PC_BQ_SAUTE_400G_R191': (1, 3.39, 3.39), 'POIRE_CONF_BQ_1KG_R191': (1, 1.7, 1.7), 'POIVRON_BICOLORE_SCH_R191': (1, 0.99, 0.99), 'POMMES_GRANNY_R191': (1, 2.37, 2.37), 'RAVIOLI_RIC.EPINAR_R191': (1, 3.26, 3.26), 'SPAGHETTI_INTEGRAL_R191': (1, 1.19, 1.19), 'TOMATE_CERISE_BIO_BQ_R191': (1, 1.75, 1.75), 'YAOURT_A_LA_GRECQU_R191': (1, 1.43, 1.43)}	32	59.42	{'paiementintermediaire159': (59.42, 'CARTE BANCAIRE EMV EUR', None)}	59.42
1901	2017-01-24	19:02:00	343_–_PICARD_SURGELES_SAS	130_RUE_DU_FAUBOURG_DE_BOURGOGNE_45000_ORLEANS	ORLEANS	45000	238520892		{'Parm.poulet_FE_R1901': (1, 2.5, 2.5), 'Colin_Bord._FE_R1901': (1, 2.0, 2.0), 'Poulet_teriyak_R1901': (1, 2.0, 2.0), 'Boulett_sc_bbq_R1901': (1, 2.0, 2.0), 'V1_5,5__30,81_1,69_R1901': (1, 32.5, 32.5)}		32.5	{}	0
1913	2017-02-03	20:44:00	flunch_LA_ROCHELLE	RTE_DE_ROCHEFORT_17690_ANGOULINS_SUR_MER	ANGOULINS_SUR_MER	17690	05.46.56.93.44	320772510	{'1_LE_F_MENU_R1913': (1, 9.95, 9.95), '1_LE_?_MENU—_R1913': (1, 9.95, 9.95)}		19.9	{'paiementintermediaire160': (19.9, 'Carte Bancaire Euro', None)}	19.9
1914	2016-12-17	16:58:54	L_Eau_Vive_DU_LUNDI_AU_SAMEDI	C/C_de_BEAULIEU_17138_PUILBOREAU	PUILBOREAU	17138	05.46.35.75.02		{'152_*_JUS_RAISIN_1ACHETE/10FF_R1914': (1, 7.9, 7.9), '28316_VRAC_FIGUES_LERIDA_N_R1914': (1, 0.91, 0.91), 'Nombre_d’articles_:_R1914': (1, 2.11, 2.11)}		4.06	{}	0
1918	2017-02-05	14:23:00	Unité:_2_–_Balance:_1_–_Ticket:_86						{'Piece_+_R1918': (1, 1.5, 1.5)}		23.8	{}	0
1929	2017-01-28	14:19:00	KIABI_C.C._Leclerc_–_Parc_Atlantique	Chemin_de_Gaterat_17100_SAINTES	SAINTES	17100	128141851		{'w_Tee-shirt_basique_co_R1929': (1, 2.5, 2.5), 'W_Legging_court_R1929': (1, 2.4, 2.4)}		7.3	{}	0
193	2017-02-27	18:13:27	city_CRF-CITY_LA_ROCHELLE/CRD	3/5_RUE_DE_CORDOUAN_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.41.42.00		{'AVOCAT_MAP_X2_R193': (1, 4.75, 4.75), 'BAGUETTE_ROCHELAISE_R193': (1, 1.15, 1.15), 'BIO_BANANE_R193': (1, 1.39, 1.39)}	3	7.29	{'paiementintermediaire162': (7.29, 'CARTE BANCAIRE EMV EUR', None)}	7.29
1919	2017-02-05	13:51:00	Unité_:_2_-_Balance_:_1_-_Ticket_:_58						{}		32.85	{}	0
192	2017-01-18	19:08:55	City_CRF-CITY_LA_ROCHELLE/CRD	3/5_RUE_DE_CORDOUAN_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.41.42.00		{'AVOCAT_MAP_X2_R192': (1, 4.75, 4.75), 'BIO_BANANE_R192': (1, 1.88, 1.88), 'ENDIVES_R192': (1, 0.71, 0.71), 'SAC_CAISSE_PAPIER_R192': (1, 0.1, 0.1)}	4	7.44	{'paiementintermediaire161': (7.44, 'CARTE BANCAIRE EMV EUR', None)}	7.44
1920	2017-01-28	10:52:00	JEANNIE_LEGUMES	MARAICHER_BI0_79320_MOUTIERS/CHANTEMERLE	MOUTIERS/CHANTEMERLE	79320	06_73_48_22_26		{}		8.45	{}	0
1925	2017-01-28	10:35:00	pimkie	RUE_DU_TEMPLE,20_17000_LA_ROCHELLE	LA_ROCHELLE	17000	546506191		{}		9.99	{}	0
1926	2017-01-31		Netto	ZAC_DE_BEAULIEU_17138_PUILBOREAU	PUILBOREAU	17138	05.46.68.08.77		{'PATURAGES_RAPE_3_FRO_R1926': (1, 1.55, 1.55), 'NETTO_MELANGE_RAISIN_R1926': (1, 1.78, 1.78), 'NETTO_FARINE_MENAG.T_R1926': (1, 0.45, 0.45), 'NETTO_CHOUX_FLEURS_K_R1926': (1, 1.16, 1.16), 'NETTO_MELANGE_EXOTIQ_R1926': (1, 1.6, 1.6), 'NETTO_HAR_VERT_EF_1/_R1926': (1, 0.54, 0.54), 'NETTO_HARICO.BLC_PRE_R1926': (1, 0.45, 0.45), 'NETTO_HARICOT_ROUGE_R1926': (1, 0.56, 0.56), 'ESPECES._R1926': (1, 20.21, 20.21), 'A_5,50_11,57_0,64_R1926': (1, 12.21, 12.21)}		8.38	{}	0
1934	2017-01-16	12:28:00	bagel_corner	41_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000			{'1_MENU_ORIGINAL_R1934': (1, 7.9, 7.9), '1_ORIGINAL_THON_150G_PAVOT_R1934': (1, 0.0, 0.0), '1_MINUTE_MAID_ORANGE_R1934': (1, 0.0, 0.0), '1_BROWNIE_R1934': (1, 0.0, 0.0)}			{}	0
1944	2017-01-21		ASF_BOURG-LES-VALENCE						{}		14.7	{'paiementintermediaire164': (14.7, 'CB', None)}	14.7
1945	2017-01-25	17:06:00	SAGS_La_Plagne						{}			{}	0
1958	2017-01-14	21:24:00	Creperie_des_elfes_				05.46.74.17.55	502951692	{'MENU_1_R1958': (1, 1.5, 1.5)}			{}	0
196	2016-12-17	20:18:44	City_CRF-CITY_LA_ROCHELLE/CRD	3/5_RUE_DE_CORDOUAN_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.41.42.00		{'150G_CHIPS_GOURMAN_R196': (1, 0.75, 0.75), '400G_PIZZA_ROYALE_R196': (1, 2.22, 2.22), 'BEUR.MOULE_1/2_SEL_R196': (1, 1.89, 1.89), 'BONNE_MAMAN_FRAISE_R196': (1, 1.41, 1.41), 'CHORIZO_FORT_R196': (1, 2.21, 2.21), 'CLEMENTINE_FILET_1KG_R196': (1, 2.2, 2.2), 'PET_6X1.5L_EAU_SCE_C_R196': (1, 1.14, 1.14), 'PIZZ.CHORIZ.POIVRO_R196': (1, 2.92, 2.92), 'PIZZ.ROYA.CRF_440G_R196': (1, 2.86, 2.86), 'PIZZA_PCI_BOLOGNAI_R196': (1, 2.5, 2.5), 'RUSTIQUE_CAMEMBERT_R196': (1, 1.71, 1.71), 'SANEX_ZERO_DCHE_R196': (1, 5.41, 5.41), 'TOMATES_ALLONGEES_BQ_R196': (1, 0.99, 0.99)}	13	28.21	{'paiementintermediaire165': (28.21, 'CARTE BANCAIRE EMV EUR', None)}	28.21
194	2017-01-28	13:07:39	city_CRF-CITY_LA_ROCHELLE/CRD	3/5_RUE_DE_CORDOUAN_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.41.42.00		{'100G__EXCEL.NR_AMAN_R194': (1, 1.74, 1.74), '16X_DOS_CAFE_EQUIL_R194': (1, 2.11, 2.11), '1L_BOISS.RIZ_CRF_B_R194': (1, 1.99, 1.99), '2_RLX_ESS-TT_CARF_R194': (1, 2.37, 2.37), '500G__MUESLI_CROUST_R194': (1, 3.13, 3.13), 'AVOCAT__R194': (2, 1.45, 2.9), 'BANANES_0_R194': (1, 1.89, 1.89), 'BRETS_CHIPS_CRAQ._R194': (1, 1.23, 1.23), 'CHAMPIGNON_VRAC_R194': (1, 2.49, 2.49), 'EXCELL.NOIR_ORANGE_R194': (1, 1.58, 1.58), 'FLT.PLT_JNE_CRF_X2_R194': (1, 3.67, 3.67), 'GALET_RIZ_COMP_NAT_R194': (1, 1.33, 1.33), 'MANDARINE_FILET_BIO_R194': (1, 4.4, 4.4), 'SOUPE_LEG.MOULINEE_R194': (1, 2.95, 2.95), 'STK_HACHE_XXL_VBF_R194': (1, 2.95, 2.95)}	16	36.73	{'paiementintermediaire163': (36.73, 'CARTE BANCAIRE EMV EUR', None)}	36.73
198	2015-12-03	18:53:01	Carrefour_SARL_MONTER_DISTRIBUTION	9_PLACE_CDT_MOTTE_ROUGE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.41.77.00		{'MAXI_JBN.EMMENT.CR_R198': (1, 1.62, 1.62)}	1	1.62	{'paiementintermediaire167': (2.0, 'ESPECES', 0.38)}	1.62
199	2016-12-17	17:27:23	city_SARL_MONTER_DISTRIBUTION	9_PLACE_CDT_MOTTE_ROUGE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.41.77.00		{'225G__KRISPROLL.S/S_R199': (1, 1.45, 1.45), '600G__POELEE.LEG.GR_R199': (1, 3.67, 3.67), 'CLEMENTINE_BIO_FILET_R199': (1, 3.3, 3.3), 'COCOTTES_CHOCOLAT_R199': (1, 1.79, 1.79), 'COUNTRY_CRISP_CHOC_R199': (1, 3.69, 3.69), 'POELEE_LA_PARISIEN_R199': (1, 1.94, 1.94)}	6	15.84	{'paiementintermediaire168': (15.84, 'CARTE BANCAIRE EMV EUR', None)}	15.84
1964		12:44:00	RAGAZZI_DA_PEPPONE	32_rue_ST_NICOLAS_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.55.51.93		{'1_VERRE_DE_ROUGE_15CL_R1964': (1, 3.9, 3.9), '1_INTERVISTA_R1964': (1, 13.9, 13.9), '2_TAGLIATELLE_CARBONARA_R1964': (1, 23.8, 23.8), '1_SPAGHETTI_GROSSES_CREVET_R1964': (1, 13.9, 13.9), '1_TIRAMISU_R1964': (1, 6.95, 6.95), '1_GATERIE_AU_CAFE_R1964': (1, 6.95, 6.95)}		69.4	{}	0
197	2017-01-18	18:42:35	CRF-CITY_LA_ROCHELLE/CRD	3/5_RUE_DE_CORDOUAN_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.41.42.00		{'100G__CHIPS_LEGUMES_R197': (1, 2.39, 2.39), '75_CHILI_RG_CASILL_R197': (1, 13.9, 13.9), 'AMANDES_DECORTIQUE_R197': (1, 3.45, 3.45), 'TOMATE_CERISE_BIO_BQ_R197': (1, 1.75, 1.75)}	4	21.49	{'paiementintermediaire166': (21.49, 'CARTE BANCAIRE EMV EUR', None)}	21.49
2	2017-02-27	12:03:43	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'250G__P.COOKIE_PEP_R2': (1, 2.44, 2.44), 'COUSCOUS_MAROCAINE_R2': (1, 3.65, 3.65), 'VACHE_A_BOIRE_VANI_R2': (1, 1.99, 1.99)}	3	8.08	{'paiementintermediaire169': (8.08, 'CB EMV SANS CONTACT EUR', None)}	8.08
200	2017-01-03	16:42:31	City_SARL_MONTER_DISTRIBUTION	9_PLACE_CDT_MOTTE_ROUGE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.41.77.00		{'200G_COOKIE_NOISET_R200': (1, 1.19, 1.19), '37CL_HARICOT_VRT_R200': (1, 1.31, 1.31), 'BLE_6X25CL_BIERE_R200': (1, 4.25, 4.25), 'CEL_500G_TORTI_PAN_R200': (1, 0.86, 0.86), 'EMMENTAL_RAPE_CRF_R200': (1, 1.54, 1.54), 'GNUCCHI_A_POELER_R200': (1, 1.55, 1.55), 'MATIN_LEGER_1/2ECR_R200': (1, 0.98, 0.98), 'MC_CAIN_FRIT_UP_R200': (1, 1.66, 1.66), 'PET_1L_PERRIER_NEW_R200': (1, 0.69, 0.69), 'PLAQUETTE_BEURRE_D_R200': (1, 1.04, 1.04), 'PP_WOVEN_SHOPPING_R200': (1, 0.75, 0.75), 'SHP_CLASSIC_H.S_R200': (1, 4.86, 4.86), 'STK_HACHE_5MG_X4_R200': (1, 5.33, 5.33)}	13	26.01	{'paiementintermediaire170': (30.0, 'ESPECES', 3.99)}	26.01
203	2014-09-24	19:57:00	Bienvenue_chez_Carrefour_				045115_0037		{'4_350G_COUSCOUS_R203': (1, 3.5, 3.5), '4_4X120G_PAN.EXT.MAN_R203': (1, 2.25, 2.25), '4_200G_DELICE_JAMBON_R203': (1, 1.26, 1.26), '4_200G_SALADE_L_ORIG_R203': (1, 1.8, 1.8), '4_4X100G_SSA_POMME_P_R203': (1, 1.54, 1.54), '4_270G_30_TR_BISCOTT_R203': (1, 1.22, 1.22), '4_4_TR_BLANC_POULET_R203': (1, 2.35, 2.35)}		13.92	{'paiementintermediaire172': (13.92, ' Cartes Bancaires', None)}	13.92
204	2016-09-08	19:02:00	Bienvenue_chez_Carrefour_				045115_0037		{'4_NECTARINE_BQ_1KG_P_R204': (1, 1.99, 1.99), '4_PAVE_BI0_500G_TR_P_R204': (1, 1.9, 1.9), '4_FILET_DE_SAUMON_R204': (1, 10.85, 10.85), '4_CITRON_JAUNE_500G_R204': (1, 1.99, 1.99), '4_FROMAGE_BLANC_20_R204': (1, 1.25, 1.25), '4_8X125G_PANIER_0_F_R204': (1, 2.37, 2.37), '4_FEUILLETEE_ROULEE_R204': (1, 0.67, 0.67), '4_SSA_POM_MANGUE_4X9_R204': (1, 1.62, 1.62), '4_DESS.FRTS_POM/PEC/_R204': (1, 1.62, 1.62), '4_300G_BSICOTTE_BRIO_R204': (1, 1.42, 1.42)}		25.68	{'paiementintermediaire173': (25.68, ' Cartes Bancaires', None)}	25.68
201	2017-01-11	13:16:16	city_SARL_MONTER_DISTRIBUTION	9_PLACE_CDT_MOTTE_ROUGE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.41.77.00		{'2X1/2_BAGU.PREC.CR__R201': (2, 0.51, 1.02), 'ROCHER_COCO_400G__S_R201': (1, 2.16, 2.16)}			{'paiementintermediaire171': (3.18, 'CARTE BANCAIRE EMV EUR', None)}	3.18
207	2017-01-27	18:08:00	Bienvenue_chez_Carrefour				02.96.60.91.79		{'4_400G_CREPE_JAMBON_R207': (1, 5.0, 5.0), '4_X6_PERLES_DE_COCO_R207': (1, 4.29, 4.29), '4_SCE_SOJA_SUCREE_Kl_R207': (1, 3.99, 3.99), '4_SAUCE_WOK_KIKOMAN_R207': (1, 3.99, 3.99), '4_SAUCE_POUR_NEMS_R207': (1, 0.99, 0.99), '4_HAKAO_RAVIOLI_SAUC_R207': (1, 4.5, 4.5), '6_2X75CL_CIDRE_BRUT_R207': (1, 5.0, 5.0), '4_PDA_BAGUETTE_SESAM_R207': (1, 1.05, 1.05), '4_PAELLA_CHAUD_R207': (1, 6.2, 6.2), '4_KG_PLT_LABEL.R_DOR_R207': (1, 7.03, 7.03), '4_240G_JBN_SUP_DD4_R207': (1, 4.3, 4.3), '4_BONDUELL.MELI-MELO_R207': (1, 1.7, 1.7), '4_1L_COURGET.PARMESA_R207': (1, 5.1, 5.1), '4_1L_POTIR.LT_COCO_R207': (1, 4.8, 4.8), '4_CLEMENVIlLA_2KG_R207': (1, 3.95, 3.95), '4_ORANGE_MALTAISE_R207': (1, 1.66, 1.66), '4_POIRE_ABATE_MDD_VR_R207': (1, 4.01, 4.01), '4_LITCHI_R207': (1, 0.77, 0.77), '4_CITRON_JAUNE_VRAC_R207': (1, 3.42, 3.42), '4_AUBERG_FLT_500G_R207': (1, 2.95, 2.95), '4_PCE_POIVRON_FLOU_R207': (1, 1.5, 1.5), '4_NAVET_BOULE_OR_R207': (1, 2.5, 2.5), '4_PCE_BROCOLI_FILME_R207': (1, 0.99, 0.99), '4_COURGETTE_R207': (1, 4.36, 4.36), '6_LITIERE_MINERALE_R207': (1, 1.42, 1.42), '4_VITTEL_X675CL_R207': (1, 2.04, 2.04), '4_CAFE_AMERICANO_R207': (1, 4.59, 4.59), '4_36_DOS.SENSEO_DOUX_R207': (1, 3.68, 3.68), '4_TAILLEFINE_BRASSE_R207': (1, 2.35, 2.35), '4_BOIS.PAST._GRENADE_R207': (1, 2.99, 2.99), '4_200G_MELANGE_GOURM_R207': (1, 1.9, 1.9), '4_GIRASOLI_GORGONZOL_2,99×2_R207': (1, 5.98, 5.98), '6_MOULE_MANQUE_24CM_R207': (1, 11.9, 11.9), '5_HERBE_A_CHAT_R207': (1, 2.99, 2.99), '6_CHAUSSON_FEMME_TEX_R207': (1, 9.99, 9.99), '6_CHAUSSON_HOMME_TEX_R207': (1, 9.99, 9.99)}		142.11	{'paiementintermediaire174': (142.11, ' Cartes Bancaires', None)}	142.11
